,wine_index,redwine,red_wineries,red_regions,red_countries,red_avg_wine_ratings,red_avg_price,vintage_year
4351,4351,Lamaione Toscana 2011,CastelGiocondo,Toscana,Italy,4.3,68.98,2011.0
4352,4352,Vi\xf1a Tondonia Reserva 1987,R. L\xf3pez de Heredia Vi\xf1a Tondonia,Rioja,Spain,4.3,144.94,1987.0
4353,4353,Barolo Cannubi 2009,Paolo Scavino,Barolo,Italy,4.3,119.98,2009.0
4354,4354,Lyndenhurst Cabernet Sauvignon 2010,Spottswoode,St. Helena,United States,4.3,69.98,2010.0
4355,4355,Barbaresco Riserva Rabaja 2011,Produttori del Barbaresco,Barbaresco,Italy,4.3,54.47,2011.0
4356,4356,Dead Horse Cabernet Sauvignon 2013,Mark Ryan,Oregon,United States,4.3,49.68,2013.0
4357,4357,William Randell Shiraz 2012,Thorn-Clarke Wines,South Australia,Australia,4.2,42.93,2012.0
4358,4358,Cabernet Sauvignon Tench Vineyard 2008,Nickel & Nickel,Oakville,United States,4.3,96.89,2008.0
4359,4359,Rindo Red 2013,Kenzo Estate,Napa Valley,United States,4.3,134.98,2013.0
4360,4360,The Creator 2013,K Vintners,Columbia Valley,United States,4.3,59.93,2013.0
4361,4361,Symbolo Grand Cuv\xe9e 2008,Lyrarakis,Aegean Sea,Greece,4.3,38.57,2008.0
4362,4362,"[u""Barolo Vigna d'La Roul 2009""]",Rocche dei Manzoni,Piemonte,Italy,4.3,69.99,2009.0
4363,4363,Chianti Classico Bellezza Gran Selezione 2010,Castello di Gabbiano,Chianti Classico,Italy,4.2,32.85,2010.0
4364,4364,Pauillac 1961,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.3,2828.74,1961.0
4365,4365,Les Forts de Latour 1989,Ch\xe2teau Latour,Pauillac,France,4.3,212.49,1989.0
4366,4366,"[u""Mario Gagliasso Barolo Rocche Dell'Annunziata 2010""]",Gagliasso,Langhe,Italy,4.3,60.0,2010.0
4367,4367,Ch\xe2teauneuf-du-Pape Cuv\xe9e Laurence 2008,Domaine du Pegau,Ch\xe2teauneuf-du-Pape,France,4.3,84.48,2008.0
4368,4368,"[u""Gap's Crown Vineyard Pinot Noir 2013""]",Walt,Sonoma County,United States,4.3,56.46,2013.0
4369,4369,Cabernet Sauvignon 2012,Buoncristiani,Napa Valley,United States,4.3,102.49,2012.0
4370,4370,Les Pavots 2004,Peter Michael Winery,Knights Valley,United States,4.3,139.99,2004.0
4371,4371,Estate Cuv\xe9e 2013,"[u""L'Aventure""]",Central Coast,United States,4.3,109.98,2013.0
4372,4372,Barolo Cerequio 2003,Roberto Voerzio,Piemonte,Italy,4.3,218.99,2003.0
4373,4373,Barbaresco Luigi Giordano 2011,Cavanna,Monferrato,Italy,4.2,34.98,2011.0
4374,4374,Clos de la Roche Grand Cru Cuv\xe9e Vieilles Vignes 2007,Domaine Ponsot,Bourgogne,France,4.3,349.98,2007.0
4375,4375,Lamaione Toscana 2011,CastelGiocondo,Toscana,Italy,4.3,68.98,2011.0
4376,4376,Vi\xf1a Tondonia Reserva 1987,R. L\xf3pez de Heredia Vi\xf1a Tondonia,Rioja,Spain,4.3,144.94,1987.0
4377,4377,Barolo Cannubi 2009,Paolo Scavino,Barolo,Italy,4.3,119.98,2009.0
4378,4378,Lyndenhurst Cabernet Sauvignon 2010,Spottswoode,St. Helena,United States,4.3,69.98,2010.0
4379,4379,Barbaresco Riserva Rabaja 2011,Produttori del Barbaresco,Barbaresco,Italy,4.3,54.47,2011.0
4380,4380,Dead Horse Cabernet Sauvignon 2013,Mark Ryan,Oregon,United States,4.3,49.68,2013.0
4381,4381,William Randell Shiraz 2012,Thorn-Clarke Wines,South Australia,Australia,4.2,42.93,2012.0
4382,4382,Cabernet Sauvignon Tench Vineyard 2008,Nickel & Nickel,Oakville,United States,4.3,96.89,2008.0
4383,4383,Rindo Red 2013,Kenzo Estate,Napa Valley,United States,4.3,134.98,2013.0
4384,4384,The Creator 2013,K Vintners,Columbia Valley,United States,4.3,59.93,2013.0
4385,4385,Symbolo Grand Cuv\xe9e 2008,Lyrarakis,Aegean Sea,Greece,4.3,38.57,2008.0
4386,4386,"[u""Barolo Vigna d'La Roul 2009""]",Rocche dei Manzoni,Piemonte,Italy,4.3,69.99,2009.0
4387,4387,Chianti Classico Bellezza Gran Selezione 2010,Castello di Gabbiano,Chianti Classico,Italy,4.2,32.85,2010.0
4388,4388,Pauillac 1961,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.3,2828.74,1961.0
4389,4389,Les Forts de Latour 1989,Ch\xe2teau Latour,Pauillac,France,4.3,212.49,1989.0
4390,4390,"[u""Mario Gagliasso Barolo Rocche Dell'Annunziata 2010""]",Gagliasso,Langhe,Italy,4.3,60.0,2010.0
4391,4391,Ch\xe2teauneuf-du-Pape Cuv\xe9e Laurence 2008,Domaine du Pegau,Ch\xe2teauneuf-du-Pape,France,4.3,84.48,2008.0
4392,4392,"[u""Gap's Crown Vineyard Pinot Noir 2013""]",Walt,Sonoma County,United States,4.3,56.46,2013.0
4393,4393,Cabernet Sauvignon 2012,Buoncristiani,Napa Valley,United States,4.3,102.49,2012.0
4394,4394,Les Pavots 2004,Peter Michael Winery,Knights Valley,United States,4.3,139.99,2004.0
4395,4395,Estate Cuv\xe9e 2013,"[u""L'Aventure""]",Central Coast,United States,4.3,109.98,2013.0
4396,4396,Barolo Cerequio 2003,Roberto Voerzio,Piemonte,Italy,4.3,218.99,2003.0
4397,4397,Barbaresco Luigi Giordano 2011,Cavanna,Monferrato,Italy,4.2,34.98,2011.0
4398,4398,Clos de la Roche Grand Cru Cuv\xe9e Vieilles Vignes 2007,Domaine Ponsot,Bourgogne,France,4.3,349.98,2007.0
4399,4399,Chaos Theory 2013,Brown Estate,St. Helena,United States,4.3,39.96,2013.0
4400,4400,Clos de la Roche Grand Cru Cuv\xe9e Vieilles Vignes 2007,Domaine Ponsot,Bourgogne,France,4.3,349.98,2007.0
4401,4401,La Vialliere C\xf4te Rotie 2010,Jean-Michel Gerin,Vall\xe9e du Rh\xf4ne,France,4.3,89.99,2010.0
4402,4402,Margaux Grand Cru Class\xe9 Grand Vin 1990,Ch\xe2teau Brane-Cantenac,Margaux,France,4.3,79.0,1990.0
4403,4403,Barolo Vigna Cappella di S.Stefano 1998,Rocche dei Manzoni,Piemonte,Italy,4.3,67.49,1998.0
4404,4404,Clos des Cistes 2003,Peyre Rose,Languedoc,France,4.3,79.18,2003.0
4405,4405,Cabernet Sauvignon 2006,Von Strasser,Calistoga,United States,4.3,44.99,2006.0
4406,4406,Scrio 2011,Le Macchiole,Toscana,Italy,4.3,99.94,2011.0
4407,4407,Aurus Rioja 2007,Allende,Rioja,Spain,4.3,66.31,2007.0
4408,4408,Meritage 2009,Trinitas,Napa Valley,United States,4.3,48.43,2009.0
4409,4409,"[u""Gap's Crown Pinot Noir 2012""]",Trombetta Family Wines,Sonoma County,United States,4.3,64.46,2012.0
4410,4410,Window Pane 2012,Kobalt Wines,Napa Valley,United States,4.3,38.96,2012.0
4411,4411,"[u""Saint-Joseph Vignes de L'Hospice 2008""]",E. Guigal,Northern Rh\xf4ne,France,4.3,104.46,2008.0
4412,4412,Chianti Classico Riserva Il Poggio 2010,Castello di Monsanto,Toscana,Italy,4.3,54.18,2010.0
4413,4413,Aux Perdrix Nuits-Saint-Georges 1er Cru 2006,Domaine des Perdrix,C\xf4te de Nuits,France,4.3,89.99,2006.0
4414,4414,Amarone della Valpolicella Classico,Cesari,Verona,Italy,4.2,45.48,
4415,4415,Morey-Saint-Denis Premier Cru 2011,Domaine Dujac,Bourgogne,France,4.3,155.03,2011.0
4416,4416,Saint-\xc9milion Grand Cru 2011,Ch\xe2teau Laforge,Saint-\xc9milion,France,4.2,45.48,2011.0
4417,4417,Morgenster 2003,Morgenster Estate,Stellenbosch,South Africa,4.3,84.95,2003.0
4418,4418,Crossfire Beckstoffer Missouri Hopper Vineyard 2009,"[u""World's End""]",Rutherford,United States,4.3,96.46,2009.0
4419,4419,Haut-M\xe9doc 1985,Ch\xe2teau Sociando-Mallet,Haut-M\xe9doc,France,4.3,69.99,1985.0
4420,4420,Ch\xe2teauneuf-du-Pape Boisrenard 2011,Domaine de Beaurenard,Ch\xe2teauneuf-du-Pape,France,4.3,62.48,2011.0
4421,4421,Pommard Premier Cru Clos des Epeneaux Monopole 2003,Comte Armand,Bourgogne,France,4.3,120.46,2003.0
4422,4422,Todos 2006,Jonata,California,United States,4.3,64.94,2006.0
4423,4423,Tauleto Sangiovese 2010,Umberto Cesari,Emilia-Romagna,Italy,4.4,60.98,2010.0
4424,4424,Corton Clos Du Roi 2008,"[u""La Pousse d'Or""]",C\xf4te de Beaune,France,4.3,85.0,2008.0
4425,4425,Hermitage 2002,E. Guigal,Northern Rh\xf4ne,France,4.3,72.0,2002.0
4426,4426,Cabernet Sauvignon G Major 7 Study 2011,Gargiulo,Oakville,United States,4.3,119.94,2011.0
4427,4427,Espectacle 2008,Espectacle del Montsant,Tarragona,Spain,4.3,96.97,2008.0
4428,4428,Pommard Premier Cru Clos des Epeneaux Monopole 2011,Comte Armand,Bourgogne,France,4.3,118.99,2011.0
4429,4429,Pinot Noir Reserve 2012,The Four Graces,Dundee Hills,United States,4.3,40.98,2012.0
4430,4430,Pinot Noir 2010,Twomey,Calistoga,United States,4.3,57.48,2010.0
4431,4431,Matriarch 2007,Bond Estates,Oakville,United States,4.4,178.99,2007.0
4432,4432,"[u""Barolo Vigna d'La Roul 2007""]",Rocche dei Manzoni,Piemonte,Italy,4.3,69.99,2007.0
4433,4433,"[u""Barbera d'Alba Riserva vigneto Pozzo dell'Annunziata 2008""]",Roberto Voerzio,Piemonte,Italy,4.3,185.73,2008.0
4434,4434,"[u""Cabernet Sauvignon Cloud's Nest Vineyard 2011""]",Trinchero Napa Valley,St. Helena,United States,4.3,60.47,2011.0
4435,4435,"[u""Ca' del Merlo Rosso Veneto 2004""]",Quintarelli Giuseppe,Veneto,Italy,4.3,94.98,2004.0
4436,4436,On The Road Grenache 2012,Herman Story,Central Coast,United States,4.3,47.94,2012.0
4437,4437,Falletto Barbaresco Asili 2012,Bruno Giacosa,Piemonte,Italy,4.3,166.83,2012.0
4438,4438,Pomerol 1994,Ch\xe2teau Gazin,Pomerol,France,4.3,135.93,1994.0
4439,4439,Barbaresco Riserva Ovello 2011,Produttori del Barbaresco,Barbaresco,Italy,4.3,53.98,2011.0
4440,4440,Syrah Piggott Range 2001,Clarendon Hills,South Australia,Australia,4.3,153.08,2001.0
4441,4441,Brunello Di Montalcino Riserva 2010,Caparzo,Toscana,Italy,4.4,67.18,2010.0
4442,4442,Stanly Ranch Pinot Noir 2013,Cherry Pie,Napa Valley,United States,4.3,46.98,2013.0
4443,4443,Cabernet Sauvignon Reserve 2012,ZD Wines,Rutherford,United States,4.3,182.95,2012.0
4444,4444,Saint-Emilion Grand Cru 2010,Vieux Ch\xe2teau Mazerat,Saint-\xc9milion,France,4.3,111.98,2010.0
4445,4445,Ribera del Duero Gran Reserva,Tinto Pesquera,Castilla y Le\xf3n,Spain,4.2,26.71,
4446,4446,Pomerol 2000,Ch\xe2teau Le Gay,Pomerol,France,4.3,123.49,2000.0
4447,4447,Napa Valley Cabernet Sauvignon 2012,Grassi,Napa Valley,United States,4.3,72.97,2012.0
4448,4448,Barolo Bric D\xebl Fiasc 2011,Paolo Scavino,Barolo,Italy,4.3,91.98,2011.0
4449,4449,Sequel Syrah 2013,Long Shadows,Columbia Valley,United States,4.3,54.99,2013.0
4450,4450,Mas de Masos Priorat Red 2002,Capafons Osso,Catalunya,Spain,4.2,55.65,2002.0
4451,4451,Merlot 2013,Pahlmeyer,Napa Valley,United States,4.3,79.97,2013.0
4452,4452,Volnay Premier Cru Champans 2011,"[u""Domaine Marquis d'Angerville""]",Bourgogne,France,4.3,120.73,2011.0
4453,4453,Cabernet Sauvignon,PlumpJack,Oakville,United States,4.4,111.38,
4454,4454,Eligo Shiraz 2012,John Duval Wines,Barossa Valley,Australia,4.3,79.97,2012.0
4455,4455,Ch\xe2teauneuf-du-Pape Cuv\xe9e Barberini 2001,Domaine de la Solitude,Ch\xe2teauneuf-du-Pape,France,4.3,69.91,2001.0
4456,4456,Cabernet Sauvignon 2010,Anthonij Rupert,Franschhoek Valley,South Africa,4.3,82.28,2010.0
4457,4457,Cabernet Sauvignon 2011,Northstar,Walla Walla Valley,United States,4.3,39.47,2011.0
4458,4458,C\xf4te-R\xf4tie La Landonne 2001,E. Guigal,Northern Rh\xf4ne,France,4.3,384.59,2001.0
4459,4459,Cabernet Sauvignon 2004,Merus,St. Helena,United States,4.3,154.99,2004.0
4460,4460,\xc9loge 2010,"[u""Anderson's Conn Valley Vineyards""]",St. Helena,United States,4.3,88.98,2010.0
4461,4461,Saint-Joseph Sainte-\xc9pine Rouge 2011,Delas,C\xf4tes du Rh\xf4ne,France,4.3,72.98,2011.0
4462,4462,Rioja Aro 2009,Bodegas Muga,Rioja,Spain,4.3,142.48,2009.0
4463,4463,Pomerol 1985,Vieux Ch\xe2teau Certan,Pomerol,France,4.3,218.74,1985.0
4464,4464,Barolo Arborina 2008,Elio Altare,Piemonte,Italy,4.3,99.96,2008.0
4465,4465,Tettineive Barbaresco 2007,Scarpa,Monferrato,Italy,4.3,299.99,2007.0
4466,4466,Cabernet Sauvignon 1996,Clos du Val,Napa Valley,United States,4.3,70.54,1996.0
4467,4467,Saint-\xc8stephe 1981,"[u""Ch\xe2teau Cos d'Estournel""]",Saint-Est\xe8phe,France,4.3,122.49,1981.0
4468,4468,La Chapelle de La Mission Haut-Brion 2003,Ch\xe2teau La Mission Haut-Brion,Pessac-Leognan,France,4.3,249.99,2003.0
4469,4469,Barolo Bussia 2006,Parusso ,Monferrato,Italy,4.3,84.74,2006.0
4470,4470,Chambolle-Musigny Premier Cru 2009,Joseph Drouhin,Bourgogne,France,4.3,83.0,2009.0
4471,4471,Cabernet Sauvignon Silver Label,B.R. Cohn,Sonoma Valley,United States,3.9,19.98,
4472,4472,Saint-\xc9milion Grand Cru 2003,Ch\xe2teau Pavie Decesse,Saint-\xc9milion,France,4.3,159.46,2003.0
4473,4473,Paj\xe8 Vecchie Viti Barbaresco 2010,Roagna,Barbaresco,Italy,4.4,97.48,2010.0
4474,4474,Cuv\xe9e des Cadettes Ch\xe2teauneuf-du-Pape 2006,Ch\xe2teau La Nerthe,Ch\xe2teauneuf-du-Pape,France,4.3,143.96,2006.0
4475,4475,Caro Rouge 2013,Bodegas Caro (Catena and Rothschild),Mendoza,Argentina,4.2,54.98,2013.0
4476,4476,Vosne-Roman\xe9e Premier Cru Les Chaumes 2010,Domaine M\xe9o-Camuzet,Bourgogne,France,4.3,174.99,2010.0
4477,4477,Barolo Baudana 2005,Luigi Baudana,Langhe,Italy,4.3,85.48,2005.0
4478,4478,Puntara Cabernet Sauvignon 2008,Montecariano,Valpolicella,Italy,4.3,41.96,2008.0
4479,4479,Cabernet Sauvignon 1993,Dalla Valle,Oakville,United States,4.3,124.49,1993.0
4480,4480,Meritaggio 2012,David Arthur,Rutherford,United States,4.3,56.48,2012.0
4481,4481,Saint-\xc9milion Premier Grand Cru Class\xe9 2011,Ch\xe2teau Beausejour (h\xe9ritiers Duffau-Lagarrosse),Saint-\xc9milion,France,4.3,80.69,2011.0
4482,4482,Barolo Villero 2011,Oddero,Piemonte,Italy,4.3,54.98,2011.0
4483,4483,Barbera d\u2019Alba Giuli 2011,Cascina Ballarin,Piemonte,Italy,4.3,20.31,2011.0
4484,4484,Barolo Riserva Vignolo 2007,Cavallotto,Piemonte,Italy,4.3,95.98,2007.0
4485,4485,Grand Cru Ch\xe2teau Corton Grancey 2003,Louis Latour,C\xf4te de Nuits,France,4.3,119.99,2003.0
4486,4486,Vosne-Roman\xe9e 1er Cru Les Beaux Monts 2009,Domaine Jean Grivot,Vosne-Roman\xe9e,France,4.3,159.99,2009.0
4487,4487,North Country Red,Thousand Islands,New York,United States,4.4,10.98,
4488,4488,Illustration 2009,Blackbird Vineyards,Napa Valley,United States,4.3,102.47,2009.0
4489,4489,Pian delle Vigne Rosso di Montalcino 2007,Marchesi Antinori,Toscana,Italy,4.3,77.99,2007.0
4490,4490,Saint-Julien Grand Vin de L\xe9oville 2012,Ch\xe2teau Leoville Las Cases,Saint-Julien,France,4.3,166.48,2012.0
4491,4491,Toscana La Gioia 2010,Riecine,Toscana,Italy,4.3,69.98,2010.0
4492,4492,Les Pommiers Pinot Noir 2014,EnRoute,Russian River Valley,United States,4.3,54.98,2014.0
4493,4493,Les Orris C\xf4tes du Roussillon Villages 2011,Domaine  Boucabeille,Roussillon,France,4.3,27.47,2011.0
4494,4494,Brunello di Montalcino Vigna Spuntali 2010,Val di Suga,Brunello di Montalcino,Italy,4.3,102.83,2010.0
4495,4495,Pomerol 2005,Ch\xe2teau Gombaude-Guillot,Pomerol,France,4.3,65.0,2005.0
4496,4496,Syrah 2012,Fable Mountain,Tulbagh,South Africa,4.2,59.49,2012.0
4497,4497,Reserva Real 2000,Torres,Pened\xe8s,Spain,4.3,65.93,2000.0
4498,4498,Lessona 2010,Proprieta Sperino,Piemonte,Italy,4.3,72.99,2010.0
4499,4499,Caro Rouge 2013,Bodegas Caro (Catena and Rothschild),Mendoza,Argentina,4.2,54.98,2013.0
4500,4500,Vosne-Roman\xe9e Premier Cru Les Chaumes 2010,Domaine M\xe9o-Camuzet,Bourgogne,France,4.3,174.99,2010.0
4501,4501,Barolo Baudana 2005,Luigi Baudana,Langhe,Italy,4.3,85.48,2005.0
4502,4502,Puntara Cabernet Sauvignon 2008,Montecariano,Valpolicella,Italy,4.3,41.96,2008.0
4503,4503,Cabernet Sauvignon 1993,Dalla Valle,Oakville,United States,4.3,124.49,1993.0
4504,4504,Meritaggio 2012,David Arthur,Rutherford,United States,4.3,56.48,2012.0
4505,4505,Saint-\xc9milion Premier Grand Cru Class\xe9 2011,Ch\xe2teau Beausejour (h\xe9ritiers Duffau-Lagarrosse),Saint-\xc9milion,France,4.3,80.69,2011.0
4506,4506,Barolo Villero 2011,Oddero,Piemonte,Italy,4.3,54.98,2011.0
4507,4507,Barbera d\u2019Alba Giuli 2011,Cascina Ballarin,Piemonte,Italy,4.3,20.31,2011.0
4508,4508,Barolo Riserva Vignolo 2007,Cavallotto,Piemonte,Italy,4.3,95.98,2007.0
4509,4509,Grand Cru Ch\xe2teau Corton Grancey 2003,Louis Latour,C\xf4te de Nuits,France,4.3,119.99,2003.0
4510,4510,Vosne-Roman\xe9e 1er Cru Les Beaux Monts 2009,Domaine Jean Grivot,Vosne-Roman\xe9e,France,4.3,159.99,2009.0
4511,4511,North Country Red,Thousand Islands,New York,United States,4.4,10.98,
4512,4512,Illustration 2009,Blackbird Vineyards,Napa Valley,United States,4.3,102.47,2009.0
4513,4513,Pian delle Vigne Rosso di Montalcino 2007,Marchesi Antinori,Toscana,Italy,4.3,77.99,2007.0
4514,4514,Saint-Julien Grand Vin de L\xe9oville 2012,Ch\xe2teau Leoville Las Cases,Saint-Julien,France,4.3,166.48,2012.0
4515,4515,Toscana La Gioia 2010,Riecine,Toscana,Italy,4.3,69.98,2010.0
4516,4516,Les Pommiers Pinot Noir 2014,EnRoute,Russian River Valley,United States,4.3,54.98,2014.0
4517,4517,Les Orris C\xf4tes du Roussillon Villages 2011,Domaine  Boucabeille,Roussillon,France,4.3,27.47,2011.0
4518,4518,Brunello di Montalcino Vigna Spuntali 2010,Val di Suga,Brunello di Montalcino,Italy,4.3,102.83,2010.0
4519,4519,Pomerol 2005,Ch\xe2teau Gombaude-Guillot,Pomerol,France,4.3,65.0,2005.0
4520,4520,Syrah 2012,Fable Mountain,Tulbagh,South Africa,4.2,59.49,2012.0
4521,4521,Reserva Real 2000,Torres,Pened\xe8s,Spain,4.3,65.93,2000.0
4522,4522,Lessona 2010,Proprieta Sperino,Piemonte,Italy,4.3,72.99,2010.0
4523,4523,Le Corton Grand Cru 2006,Bouchard P\xe8re & Fils,Bourgogne,France,4.3,153.76,2006.0
4524,4524,Janzen Cabernet Sauvignon 2012,Bacio Divino,Rutherford,United States,4.3,60.68,2012.0
4525,4525,Cinq C\xe9pages 2002,Ch\xe2teau St. Jean,Sonoma County,United States,4.3,64.94,2002.0
4526,4526,Barolo Bricco Gattera 2010,Cordero di Montezemolo,Piemonte,Italy,4.3,79.99,2010.0
4527,4527,Taylor Lane Vineyard Pinot Noir 2008,Belle Glos,Napa Valley,United States,4.3,39.93,2008.0
4528,4528,Margaux 2012,Ch\xe2teau Palmer,Margaux,France,4.3,304.98,2012.0
4529,4529,Octagon 2006,Barboursville,Virginia,United States,4.3,42.79,2006.0
4530,4530,Right Bank 2012,"[u""Anderson's Conn Valley Vineyards""]",St. Helena,United States,4.3,56.48,2012.0
4531,4531,Month\xe9lie-Les Duresses Premier Cru 2010,Domaine des Comtes Lafon,Meursault,France,4.3,62.98,2010.0
4532,4532,Bricco Delle Viole Barolo 2011,M. Marengo,Piemonte,Italy,4.3,53.18,2011.0
4533,4533,Soldaat 2013,The Sadie Family,Swartland,South Africa,4.3,48.78,2013.0
4534,4534,Mega Toscana 2008,Tenuta di Renieri,Chianti Classico,Italy,4.3,49.97,2008.0
4535,4535,Toscana Carla 6 2011,La Massa,Toscana,Italy,4.3,74.99,2011.0
4536,4536,Chambertin Grand Cru 2007,Domaine Trapet ,Gevrey-Chambertin,France,4.3,177.46,2007.0
4537,4537,Hermitage La Chapelle Rouge 1982,Paul Jaboulet A\xeen\xe9,Vall\xe9e du Rh\xf4ne,France,4.3,169.94,1982.0
4538,4538,Aglianico Castel del Monte Bocca di Lupo 2011,Tormaresca,Puglia,Italy,4.2,74.94,2011.0
4539,4539,Basket Press Shiraz 1997,Rockford,Barossa,Australia,4.3,89.97,1997.0
4540,4540,Estate Grown Cabernet Sauvignon 2006,Duckhorn,St. Helena,United States,4.3,62.99,2006.0
4541,4541,Storm Hemel En Aarde Valley Vrede Pinot Noir 2012,Stormhoek,Western Cape,South Africa,4.3,54.98,2012.0
4542,4542,Ermitage Ex-Voto 2007,E. Guigal,Northern Rh\xf4ne,France,4.3,288.49,2007.0
4543,4543,Saint-\xc9milion Grand Cru 2005,Ch\xe2teau Clos de Sarpe,Saint-\xc9milion,France,4.3,89.93,2005.0
4544,4544,Pinot Noir Heritage Reserve 2011,Schug,Sonoma County,United States,4.2,38.96,2011.0
4545,4545,La Rinconada Vineyard Pinot Noir 2012,Sanford,Santa Barbara County,United States,4.3,53.3,2012.0
4546,4546,Pomerol 2010,Clos du Clocher,Pomerol,France,4.3,79.98,2010.0
4547,4547,Somerston Estate Petite Sirah 2010,Priest Ranch,Yountville,United States,4.3,36.03,2010.0
4548,4548,Le Desir 2001,Verite,Sonoma County,United States,4.3,186.99,2001.0
4549,4549,Croce Chianti Classico Riserva 2011,Terrabianca,Chianti,Italy,4.3,28.25,2011.0
4550,4550,Hermitage Monier de la Sizeranne 2012,M. Chapoutier,Vall\xe9e du Rh\xf4ne,France,4.4,109.98,2012.0
4551,4551,Four Flags Cabernet Sauvignon 2012,DeLille,Yakima Valley,United States,4.3,60.18,2012.0
4552,4552,Ch\xe2teauneuf-du-Pape La Cuv\xe9e du Papet 2007,Clos du Mont-Olivet,Ch\xe2teauneuf-du-Pape,France,4.3,114.94,2007.0
4553,4553,Block Bien Nacido Santa Maria Valley Pinot Noir 2013,Foxen,Central Coast,United States,4.3,59.94,2013.0
4554,4554,Red Hills Estate Pinot Noir 2012,Archery Summit,Willamette Valley,United States,4.3,73.97,2012.0
4555,4555,Russian River Valley Montafi Ranch Zinfandel 2011,Carlisle,Sonoma County,United States,4.3,49.48,2011.0
4556,4556,Morgenster 2001,Morgenster Estate,Stellenbosch,South Africa,4.3,78.06,2001.0
4557,4557,Chapelle Chambertin Grand Cru 2006,Pierre Damoy,Bourgogne,France,4.2,101.47,2006.0
4558,4558,Anthology,Conn Creek,St. Helena,United States,4.1,49.98,
4559,4559,Pessac-Leognan Grand Cru Class\xe9 de Graves 1982,Domaine de Chevalier,Pessac-Leognan,France,4.3,130.5,1982.0
4560,4560,Pomerol 2008,Ch\xe2teau La Fleur de Gay,Pomerol,France,4.3,85.48,2008.0
4561,4561,Series C 2009,Vilafonte,Paarl,South Africa,4.3,83.43,2009.0
4562,4562,Grand Cru Ch\xe2teau Corton Grancey 1999,Louis Latour,C\xf4te de Nuits,France,4.3,124.54,1999.0
4563,4563,Red Hills Estate Pinot Noir 2011,Archery Summit,Willamette Valley,United States,4.3,95.99,2011.0
4564,4564,Brunello Di Montalcino 2008,Stella di Campalto,Toscana,Italy,4.3,99.98,2008.0
4565,4565,Merlot 2012,Twomey,Calistoga,United States,4.3,58.98,2012.0
4566,4566,Chambolle-Musigny 2006,Domaine G. Roumier,C\xf4te de Nuits,France,4.3,177.49,2006.0
4567,4567,Brunello di Montalcino 2010,Scopetone,Toscana,Italy,4.3,51.48,2010.0
4568,4568,Barolo Riserva 1985,Giacomo Borgogno,Piemonte,Italy,4.3,145.0,1985.0
4569,4569,Saint-\xc9milion Grand Cru 1988,Ch\xe2teau Pavie Decesse,Saint-\xc9milion,France,4.3,118.54,1988.0
4570,4570,Alfa Crux Malbec 2011,O. Fournier,Mendoza,Argentina,4.3,43.96,2011.0
4571,4571,Pinot Noir Reserve Evenstad,Domaine Serene,Oregon,United States,4.3,69.98,
4572,4572,Cabernet Sauvignon 2012,Rafael et Fils,Napa Valley,United States,4.3,54.98,2012.0
4573,4573,Sicilia Enrico 2006,Duca di Salaparuta,Terre Siciliane,Italy,4.3,69.52,2006.0
4574,4574,Papapietro Perry Leras Family Pinot Noir 2010,Papapietro Perry Winery,Russian River Valley,United States,4.3,113.32,2010.0
4575,4575,Clos de Tart Grand Cru 2010,Mommessin,Bourgogne,France,4.3,400.0,2010.0
4576,4576,Gevrey-Chambertin Premier Cru Cazetiers 2006,Domaine Bruno Clair,C\xf4te de Nuits,France,4.3,137.49,2006.0
4577,4577,Cabernet Sauvignon,Jordan Stellenbosch,Stellenbosch,South Africa,3.9,59.48,
4578,4578,Borugogne Pinot Noir 2013,"[u""Maison l'Envoye""]",Bourgogne,France,4.3,36.89,2013.0
4579,4579,Santa Cruz Mountains Pinot Noir 2009,Rhys,Sonoma County,United States,4.3,74.99,2009.0
4580,4580,Pomerol 1983,"[u""Ch\xe2teau l'\xc9vangile""]",Pomerol,France,4.3,168.54,1983.0
4581,4581,Pinot Noir Eileen Vineyard 2013,Cristom,Willamette Valley,United States,4.3,56.48,2013.0
4582,4582,Hawk Hill Sonoma Coast Pinot Noir 2012,Argot,Russian River Valley,United States,4.3,49.94,2012.0
4583,4583,Cabernet Sauvignon Trailside Vineyard 2003,Heitz Cellar,St. Helena,United States,4.4,90.83,2003.0
4584,4584,Bierzo Corull\xf3n Las Lamas 2011,Descendientes de J. Palacios,Bierzo,Spain,4.3,79.96,2011.0
4585,4585,Amarone della Valpolicella Classico 2009,Tenuta Santa Maria,Verona,Italy,4.3,77.13,2009.0
4586,4586,Yountville Selection Cabernet Sauvignon 2011,Grgich Hills,St. Helena,United States,4.3,156.15,2011.0
4587,4587,"[u""The Devil You Don't Know 2012""]",Gorman,Columbia Valley,United States,4.2,20.54,2012.0
4588,4588,Coleraine 2014,Te Mata,"[u""Hawke's Bay""]",New Zealand,4.3,75.98,2014.0
4589,4589,Pinot Noir Knox Alexander 2012,Au Bon Climat,Santa Barbara County,United States,4.3,39.98,2012.0
4590,4590,Colore Toscana 2010,Bibi Graetz,Toscana,Italy,4.4,533.73,2010.0
4591,4591,Prince Of Hearts 2009,Blankiet Estate,Yountville,United States,4.3,109.94,2009.0
4592,4592,Teixar Garnatxa 2008,Vinyes Domenech,Catalunya,Spain,4.3,54.98,2008.0
